,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
640,chemically_similar_to_amphetamines,phentermine,False,False,False,
641,pro-fast,phentermine,False,False,True,
642,adipex-p,phentermine,False,False,True,
643,anorectics,phentermine,False,False,True, drug
644,adipex,phentermine,phentermine,True,True,
645,lomaira,phentermine,False,False,True,
646,belviq,phentermine,lorcaserin,False,False,
647,didrex,phentermine,benzphetamine,False,True,
648,ionamin,phentermine,False,False,True,
649,tenuate,phentermine,diethylpropion,False,True,
650,zantryl,phentermine,False,False,True,
651,metermine,phentermine,False,False,True,
652,obestin,phentermine,False,False,True,
653,phentrol,phentermine,False,False,True,
654,fastin,phentermine,phentermine,True,False,
655,lomaira,phentermine,False,False,True,
656,adipex-p,phentermine,False,False,True,
657,pro-fast,phentermine,False,False,True,
658,adipex,phentermine,phentermine,True,True,
659,obenix,phentermine,False,False,True,
660,phentride,phentermine,False,False,True,
661,suprafen,phentermine,False,False,False,
662,anorectic,phentermine,False,False,False,
663,anorexigenic,phentermine,False,False,True, pill
664,appetite_suppressant,phentermine,False,False,True, pill
665,lorcaserin,phentermine,lorcaserin,False,False,
666,bupropion/naltrexone,phentermine,False,False,False,
667,diethylpropion,phentermine,diethylpropion,False,False,
668,phendimetrazine,phentermine,phendimetrazine,False,True,
669,phentercot,phentermine,False,False,True,
670,phentercot-l,phentermine,False,False,True,
671,phentamine,phentermine,pheniramine,False,True,
672,phentamine_hydrochloride,phentermine,False,False,True,
673,phen-ter-mi-ne,phentermine,False,False,True,
674,fentermin,phentermine,False,False,True,
675,diethylpropion,phentermine,diethylpropion,False,False,
676,benzphetamine,phentermine,benzphetamine,False,False,
677,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
678,sibutramine,phentermine,sibutramine,False,True,
679,bupropion,phentermine,bupropion,False,False,
680,diethylproprion,phentermine,False,False,True,
681,adipex-p,phentermine,False,False,True,
682,lomaira,phentermine,False,False,True,
683,qsymia,phentermine,phentermine,True,True,
684,suprenza,phentermine,False,False,True,
685,torex,phentermine,False,False,False,
686,oby-cap,phentermine,False,False,False,
687,anorex-sr,phentermine,False,False,True, pill
688,fentermine,phentermine,False,False,True,
689,pentorex,phentermine,False,False,True,
690,adipex,phentermine,phentermine,True,True,
691,anorex,phentermine,diethylpropion,False,False,
692,fastin,phentermine,phentermine,True,False,
693,lomaira,phentermine,False,False,True,
694,oby-cap,phentermine,False,False,False,
695,pro-fast,phentermine,False,False,True,
696,redux,phentermine,dexfenfluramine,False,False,
697,suprenza,phentermine,False,False,True,
698,tenuate,phentermine,diethylpropion,False,True,
699,tionamin,phentermine,False,False,False,
700,treximet,phentermine,sumatriptan,False,False,
701,fastin,phentermine,phentermine,True,False,
702,ionamin,phentermine,False,False,True,
703,mazanor,phentermine,False,False,True, slang
704,meridia,phentermine,sibutramine,False,False,
705,obezine,phentermine,False,False,False,
706,obestat,phentermine,False,False,True, slang
707,phengren,phentermine,False,False,False,
708,phentremine,phentermine,False,False,True,
709,fen_phen,phentermine,False,False,True,
710,pro-fast,phentermine,False,False,True,
711,adipex-p,phentermine,False,False,True,
712,obephen,phentermine,False,False,True,
713,fastin,phentermine,phentermine,True,False,
714,ionamin,phentermine,False,False,True,
715,reductil,phentermine,sibutramine,False,True, slang
716,sibutramine,phentermine,sibutramine,False,True,
717,reductives,phentermine,False,False,False,
718,phentamine,phentermine,pheniramine,False,True,
719,ionamin,phentermine,False,False,True,
720,phenomenate,phentermine,False,False,False,
721,phentremine,phentermine,False,False,True,
722,adipex,phentermine,phentermine,True,True,
723,suprenza,phentermine,False,False,True,
724,ionamin,phentermine,False,False,True,
725,lomaira,phentermine,False,False,True,
726,pro-fast,phentermine,False,False,True,
727,atti-plex_p,phentermine,False,False,True,
728,phentrol,phentermine,False,False,True,
729,pro-fast,phentermine,False,False,True,
730,fastin,phentermine,phentermine,True,False,
731,anorex,phentermine,diethylpropion,False,False,
732,lollipop_diet,phentermine,False,False,True, pill
733,pill_poppers,phentermine,False,False,False,
734,megastim,phentermine,False,False,False,
735,appetite_suppressant,phentermine,False,False,True, pill
736,lomaira,phentermine,False,False,True,
737,qsymia,phentermine,phentermine,True,True,
738,saxenda,phentermine,liraglutide,False,False,
739,belviq,phentermine,lorcaserin,False,False,
740,contrave,phentermine,naltrexone,False,False,
741,phenylethylamine,phentermine,phenethylamine,False,False,
742,eleven,phentermine,False,False,False,
743,fastin,phentermine,phentermine,True,False,
744,ionamin,phentermine,False,False,True,
745,adipex,phentermine,phentermine,True,True,
746,pro-fast,phentermine,False,False,True,
747,suprenza,phentermine,False,False,True,
748,lomaira,phentermine,False,False,True,
749,adipex-p,phentermine,False,False,True,
750,pro-fast,phentermine,False,False,True,
751,fastin-xr,phentermine,False,False,True, pill
752,oby-trim,phentermine,False,False,True,
753,obestin-30,phentermine,False,False,True,
754,phentrol,phentermine,False,False,True,
755,phentrol-d,phentermine,False,False,True,
756,phentamine,phentermine,pheniramine,False,True,
757,teramine,phentermine,False,False,True,
758,adipex-p,phentermine,False,False,True,
759,suprenza,phentermine,False,False,True,
760,t-diet,phentermine,False,False,True,
761,weight_loss_clinic,phentermine,False,False,True, pill
762,lhcs,phentermine,False,False,False,
763,phentaramine,phentermine,False,False,True,
764,fenpropimine,phentermine,False,False,False,
765,diethylpropion,phentermine,diethylpropion,False,False,
766,benzphetamine,phentermine,benzphetamine,False,False,
767,chlorphentermine,phentermine,chlorphentermine,False,False,
768,clortermine,phentermine,False,False,False,
769,tapentadol,phentermine,tapentadol,False,False,
770,lomaira,phentermine,False,False,True,
771,adipex,phentermine,phentermine,True,True,
772,adipex-p,phentermine,False,False,True,
773,belviq,phentermine,lorcaserin,False,False,
774,contrave,phentermine,naltrexone,False,False,
775,desoxyn,phentermine,methamphetamine,False,False,
776,didrex,phentermine,benzphetamine,False,True,
777,dyazide,phentermine,triamterene,False,False,
778,ephedrine,phentermine,ephedrine,False,False,
779,hours,phentermine,False,False,False,
780,insignia,phentermine,False,False,False,
781,ionamin,phentermine,False,False,True,
782,lorcaserin,phentermine,lorcaserin,False,False,
783,meridia,phentermine,sibutramine,False,False,
784,oby-cap,phentermine,False,False,False,
785,pentylenetetrazol,phentermine,False,False,False,
786,phentermine,phentermine,phentermine,True,True,
787,phendimetrazine,phentermine,phendimetrazine,False,True,
788,phentercot,phentermine,False,False,True,
789,phentrol,phentermine,False,False,True,
790,prelu-2,phentermine,False,False,True, pill
791,pwr-derm,phentermine,False,False,False,
792,reggie,phentermine,False,False,False,
793,sandoz,phentermine,False,False,False,
794,suprenza,phentermine,False,False,True,
795,tenuate,phentermine,diethylpropion,False,True,
796,topamax,phentermine,topiramate,False,False,
797,troxyphen,phentermine,False,False,False,
798,phentermina,phentermine,False,False,True,
799,phentamine,phentermine,pheniramine,False,True,
800,phentemin,phentermine,False,False,True,
801,phentomine,phentermine,False,False,True,
802,fentermina,phentermine,False,False,True,
803,fentermene,phentermine,False,False,True,
804,diethylpropion,phentermine,diethylpropion,False,False,
805,phentarmine,phentermine,phentermine,True,True,
806,phentremine,phentermine,False,False,True,
807,phenylteramine,phentermine,False,False,False,
808,amfenorex,phentermine,False,False,False,
809,carphenamine,phentermine,False,False,False,
810,ethambutol,phentermine,ethambutol,False,False,
811,methoxyphenamine,phentermine,False,False,False,
812,orbitol,phentermine,False,False,False,
813,p-chlorophenylalanine,phentermine,False,False,False,
814,p-hydroxy-phentermine,phentermine,False,False,True,
815,p-hydroxynorephedrine,phentermine,False,False,False,
816,sibutramine,phentermine,sibutramine,False,True,
817,lorcaserin,phentermine,lorcaserin,False,False,
818,anymine,phentermine,False,False,False,
819,obesitrol,phentermine,False,False,False,
820,phentercot,phentermine,False,False,True,
821,pro-fast,phentermine,False,False,True,
822,regenon,phentermine,False,False,False,
823,redux,phentermine,dexfenfluramine,False,False,
824,fastin,phentermine,phentermine,True,False,
825,anorex,phentermine,diethylpropion,False,False,
826,sentis,phentermine,False,False,True,
827,reductil,phentermine,sibutramine,False,True, slang
828,slenfig,phentermine,False,False,False,
829,obestat,phentermine,False,False,True, slang
830,duromine,phentermine,phentermine,True,True,
831,adipex-p,phentermine,False,False,True,
832,pro-fast,phentermine,False,False,True,
833,fastin,phentermine,phentermine,True,False,
834,oby-trim,phentermine,False,False,True,
835,anorex,phentermine,diethylpropion,False,False,
836,luman,phentermine,False,False,False,
837,phentamine,phentermine,pheniramine,False,True,
838,anorectic,phentermine,False,False,False,
839,anorexigenic,phentermine,False,False,True, pill
840,ionamin,phentermine,False,False,True,
841,adipex-p,phentermine,False,False,True,
842,lomaira,phentermine,False,False,True,
843,pro-fast,phentermine,False,False,True,
844,fastin,phentermine,phentermine,True,False,
845,oby-cap,phentermine,False,False,False,
846,anorex-sr,phentermine,False,False,True, pill
847,obestin-30,phentermine,False,False,True,
848,phentrol,phentermine,False,False,True,
849,fentermine,phentermine,False,False,True,
850,pentamine,phentermine,False,False,True, pill
851,phenyltertamine,phentermine,False,False,False,
852,teramine,phentermine,False,False,True,
853,phentrol,phentermine,False,False,True,
854,fastin,phentermine,phentermine,True,False,
855,sentis,phentermine,False,False,True,
856,suprenza,phentermine,False,False,True,
857,t-diet,phentermine,False,False,True,
858,weight_loss_congratulated,phentermine,False,False,True, pill
859,zantryl,phentermine,False,False,True,
860,adipex,phentermine,phentermine,True,True,
861,anorectic,phentermine,False,False,False,
862,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
863,ephedra,phentermine,ephedra,False,False,
864,pseudoephedrine,phentermine,pseudoephedrine,False,False,
865,norpseudoephedrine,phentermine,cathine,False,False,
866,cathinone,phentermine,cathinone,False,False,
867,methcathinone,phentermine,methamphetamine,False,False,
868,diethylpropion,phentermine,diethylpropion,False,False,
869,phendimetrazine,phentermine,phendimetrazine,False,True,
870,bupropion,phentermine,bupropion,False,False,
871,phentrazines,phentermine,False,False,True,
872,anorectics,phentermine,False,False,True, drug
873,phenethylamine,phentermine,phenethylamine,False,False,
874,mugineic_acid,phentermine,False,False,False,
875,phentamine,phentermine,pheniramine,False,True,
876,fenamin,phentermine,False,False,True,
877,fenamine,phentermine,False,False,False,
878,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
879,prolamine,phentermine,protamine,False,False,
880,phentsize,phentermine,False,False,False,
881,phendimetrazine,phentermine,phendimetrazine,False,True,
882,fastin,phentermine,phentermine,True,False,
883,didrex,phentermine,benzphetamine,False,True,
884,sibutramine,phentermine,sibutramine,False,True,
885,phendimetrazine,phentermine,phendimetrazine,False,True,
886,phentercot,phentermine,False,False,True,
887,pro-fast,phentermine,False,False,True,
888,ionamin,phentermine,False,False,True,
889,pentorex,phentermine,False,False,True,
890,preludin,phentermine,phenmetrazine,False,False,
891,suprenza,phentermine,False,False,True,
892,pro-fast,phentermine,False,False,True,
893,o_best,phentermine,False,False,False,
894,obestatin,phentermine,False,False,False,
895,adipex,phentermine,phentermine,True,True,
896,fastin,phentermine,phentermine,True,False,
897,ionamin,phentermine,False,False,True,
898,suppress,phentermine,False,False,False,
899,appetite,phentermine,False,False,False,
900,diet,phentermine,False,False,True, pill
901,pill,phentermine,False,False,False,
902,anorectic,phentermine,False,False,False,
903,anorexigenic,phentermine,False,False,True, pill
904,appetite_suppressant,phentermine,False,False,True, pill
905,phentamine,phentermine,pheniramine,False,True,
906,phentrol,phentermine,False,False,True,
907,adipex-p,phentermine,False,False,True,
908,anorectics,phentermine,False,False,True, drug
909,phentremine,phentermine,False,False,True,
910,phentamine,phentermine,pheniramine,False,True,
911,phenyltertamine,phentermine,False,False,False,
912,metermine,phentermine,False,False,True,
913,suprenza,phentermine,False,False,True,
914,waiting,phentermine,False,False,False,
915,adipex-p,phentermine,False,False,True,
916,pro-fast,phentermine,False,False,True,
917,anorex,phentermine,diethylpropion,False,False,
918,suprax,phentermine,cefixime,False,False,
919,tenuate,phentermine,diethylpropion,False,True,
920,diethylpropion,phentermine,diethylpropion,False,False,
921,obestin,phentermine,False,False,True,
922,adipex,phentermine,phentermine,True,True,
923,phentrol,phentermine,False,False,True,
924,diethylpropion,phentermine,diethylpropion,False,False,
925,amfepramone,phentermine,diethylpropion,False,True,
926,fenproporex,phentermine,False,False,False,
927,fluminorex,phentermine,False,False,False,
928,zantryl,phentermine,False,False,True,
929,rimonabant,phentermine,rimonabant,False,False,
930,sibutramine,phentermine,sibutramine,False,True,
931,orlistat,phentermine,orlistat,False,False,
932,prostacyclin,phentermine,epoprostenol,False,False,
933,bupropion,phentermine,bupropion,False,False,
934,yohimbine,phentermine,yohimbine,False,False,
935,capsaicin,phentermine,zucapsaicin,False,False,
936,synephrine,phentermine,synephrine,False,True, slang
937,caffeine,phentermine,caffeine,False,False,
